application_id,dealer_id,vehicle_type,region,applicant_income,loan_amount,vehicle_age,application_date,bad
APP-01406,D001,suv,south,51868.32390433427,23355.642797010863,10,2025-02-22T00:00:00.000000000,1
APP-00034,D002,truck,south,61457.36874690402,16695.471123283864,6,2025-02-07T00:00:00.000000000,0
APP-01624,D001,suv,midwest,54164.58324966641,20845.930444364585,6,2025-03-09T00:00:00.000000000,0
APP-00462,D001,car,south,55720.61016544854,19482.575743637302,8,2025-01-15T00:00:00.000000000,0
APP-00348,D002,truck,south,63774.76437846562,12229.905402402645,4,2025-02-15T00:00:00.000000000,1
APP-00424,D002,truck,south,47351.09666335685,10589.328816996813,3,2025-02-18T00:00:00.000000000,0
APP-00048,D002,suv,south,51043.55626054835,20679.66268266726,7,2025-03-16T00:00:00.000000000,1
APP-01833,D002,truck,midwest,54222.21013878419,15803.109187944141,10,2025-01-20T00:00:00.000000000,0
APP-01571,D001,truck,midwest,57200.820745986704,21365.958380431723,10,2025-02-17T00:00:00.000000000,0
APP-01963,D001,suv,midwest,51039.67460563396,14932.53479890988,10,2025-01-04T00:00:00.000000000,0
APP-01345,D001,suv,south,50003.53492008486,24914.664006125182,7,2025-02-21T00:00:00.000000000,1
APP-00720,D002,car,south,57591.70388185413,21441.847170435445,8,2025-02-02T00:00:00.000000000,0
APP-01026,D001,suv,south,47299.130358615366,12539.901981451807,4,2025-01-18T00:00:00.000000000,1
APP-01247,D002,truck,midwest,46210.75079027556,13993.488119507027,9,2025-03-08T00:00:00.000000000,0
APP-00069,D001,car,midwest,56442.15401816492,17135.389770166872,10,2025-03-09T00:00:00.000000000,0
APP-01708,D002,truck,south,62218.58370653767,20544.24733693238,10,2025-02-20T00:00:00.000000000,0
APP-01737,D002,suv,south,46201.55000690199,14689.704476533505,7,2025-03-06T00:00:00.000000000,0
APP-00047,D001,suv,south,67636.04499435518,15483.71383992469,12,2025-01-18T00:00:00.000000000,0
APP-01101,D001,suv,midwest,55798.14874578829,19892.56021548742,10,2025-01-29T00:00:00.000000000,1
APP-01105,D001,truck,south,51544.46273532714,20508.562325004958,12,2025-03-25T00:00:00.000000000,0
APP-00351,D002,suv,midwest,60725.499666731324,21966.378970402628,4,2025-02-27T00:00:00.000000000,0
APP-00483,D001,car,midwest,52121.73947051326,11760.345453911465,9,2025-02-06T00:00:00.000000000,0
APP-01620,D002,car,south,46885.902175111434,17300.051904248863,7,2025-03-09T00:00:00.000000000,0
APP-01558,D002,suv,south,63885.35390997055,22375.429414640184,10,2025-03-11T00:00:00.000000000,1
APP-01161,D002,car,south,43438.00493895259,16257.952080208623,3,2025-03-12T00:00:00.000000000,0
APP-00656,D002,suv,south,46113.66782742574,17583.736449717395,6,2025-03-13T00:00:00.000000000,0
APP-01433,D001,car,south,58393.8161925731,16947.588324592933,12,2025-01-05T00:00:00.000000000,1
APP-00508,D001,suv,midwest,65431.9226861183,18310.2631486022,11,2025-02-03T00:00:00.000000000,1
APP-00002,D002,car,midwest,46422.25519438254,16789.978234886847,12,2025-01-27T00:00:00.000000000,1
APP-00840,D002,truck,midwest,54585.75468082892,18115.941072797043,4,2025-01-24T00:00:00.000000000,0
APP-01670,D002,car,midwest,51291.15662774591,20900.175929388744,8,2025-03-12T00:00:00.000000000,0
APP-01435,D001,car,midwest,50422.498195764616,14316.395228812515,7,2025-02-16T00:00:00.000000000,1
APP-01824,D002,car,south,52834.725169717385,16517.893899916588,5,2025-03-31T00:00:00.000000000,0
APP-01530,D002,car,south,59210.35523532969,17228.339792477353,8,2025-01-03T00:00:00.000000000,1
APP-00516,D001,truck,midwest,47928.598128680685,23517.14408647039,10,2025-03-10T00:00:00.000000000,0
APP-01501,D002,car,midwest,54291.323132198035,24487.194589447427,10,2025-02-20T00:00:00.000000000,1
APP-01185,D001,suv,midwest,58434.90625802125,13820.746384965063,12,2025-02-14T00:00:00.000000000,1
APP-00118,D001,suv,south,58582.13094710614,20010.135766495754,8,2025-01-19T00:00:00.000000000,0
APP-01977,D002,suv,midwest,51008.04463991307,27644.5546790397,6,2025-01-18T00:00:00.000000000,0
APP-00200,D002,car,south,52026.600280132916,18385.549036035092,9,2025-03-28T00:00:00.000000000,0
APP-00219,D001,car,midwest,45354.38467970784,18000.002825346874,4,2025-03-13T00:00:00.000000000,1
APP-01411,D001,car,south,48300.10496082481,15115.342055163686,8,2025-02-01T00:00:00.000000000,0
APP-01608,D002,truck,midwest,59012.5063671854,12099.664214465825,11,2025-02-06T00:00:00.000000000,0
APP-00522,D001,car,midwest,61817.72492517693,15431.756302820373,5,2025-02-07T00:00:00.000000000,0
APP-00819,D002,car,midwest,47279.1981204359,19632.059946248733,9,2025-01-03T00:00:00.000000000,0
APP-01304,D002,car,south,53085.70241651621,17649.204846862405,12,2025-01-10T00:00:00.000000000,0
APP-00539,D002,suv,midwest,49561.167263170006,16420.224781300552,7,2025-02-04T00:00:00.000000000,1
APP-00113,D002,truck,south,49072.902468460474,23822.883069907635,6,2025-03-12T00:00:00.000000000,1
APP-00320,D002,truck,south,41908.893092375336,25171.471795838406,6,2025-02-01T00:00:00.000000000,0
APP-01817,D001,suv,south,39524.56891658812,16856.48016745809,5,2025-02-26T00:00:00.000000000,0
APP-00229,D002,car,south,55462.84402077457,12412.482688834094,8,2025-01-19T00:00:00.000000000,0
APP-00571,D002,truck,midwest,43399.68292639821,15363.455091639018,12,2025-01-01T00:00:00.000000000,0
APP-00418,D001,car,south,52117.645898185336,16074.119928923627,7,2025-01-28T00:00:00.000000000,1
APP-01428,D002,truck,south,54114.24457089123,22635.874938448782,5,2025-03-08T00:00:00.000000000,0
APP-00433,D002,car,midwest,42765.20675116382,26312.31900696978,4,2025-03-18T00:00:00.000000000,1
APP-00396,D002,suv,midwest,46987.29080151725,20439.56233530763,10,2025-03-02T00:00:00.000000000,0
APP-01364,D001,truck,midwest,49851.29971138502,13328.210799242584,8,2025-03-18T00:00:00.000000000,0
APP-00097,D001,truck,midwest,53562.13208430191,10788.113621399814,7,2025-03-10T00:00:00.000000000,0
APP-01137,D002,suv,south,36283.26926732283,14480.005051455155,5,2025-03-15T00:00:00.000000000,1
APP-00139,D001,suv,midwest,53109.33298255992,18137.95899039729,8,2025-01-26T00:00:00.000000000,0
APP-00716,D002,suv,midwest,61162.2067374264,11961.431528212759,4,2025-02-15T00:00:00.000000000,1
APP-01289,D001,car,south,55434.01446363598,17069.996660054036,12,2025-01-30T00:00:00.000000000,0
APP-00400,D001,truck,midwest,38572.82940871469,19548.303343138643,6,2025-03-29T00:00:00.000000000,1
APP-00732,D001,suv,midwest,50494.186235043126,22341.461306574325,8,2025-01-21T00:00:00.000000000,1
APP-01965,D002,car,midwest,60382.76563189393,13518.93247375152,4,2025-02-04T00:00:00.000000000,0
APP-01309,D001,car,south,45774.32067972936,18200.829095885292,7,2025-03-17T00:00:00.000000000,1
APP-00473,D001,suv,south,43002.86198322629,22956.337483327006,3,2025-01-28T00:00:00.000000000,1
APP-00828,D002,truck,midwest,48582.58859547515,27978.30949189207,4,2025-02-07T00:00:00.000000000,1
APP-00475,D002,car,midwest,63271.30383214091,18456.34352747295,10,2025-03-08T00:00:00.000000000,0
APP-00924,D001,suv,midwest,43686.64918852117,21451.81741627693,12,2025-03-26T00:00:00.000000000,1
APP-01651,D001,car,midwest,60611.28369089184,19995.997213065802,3,2025-02-12T00:00:00.000000000,1
APP-00640,D002,truck,midwest,54189.24621279859,12078.074568045635,12,2025-02-23T00:00:00.000000000,1
APP-00502,D002,car,midwest,42783.242809769734,14579.1551440964,7,2025-01-16T00:00:00.000000000,0
APP-00803,D002,truck,south,48568.118155900425,10899.381582369413,10,2025-01-26T00:00:00.000000000,0
APP-01205,D002,car,midwest,53067.02145479072,9994.910322717067,10,2025-02-04T00:00:00.000000000,0
APP-01838,D001,suv,south,53055.547971847125,20406.072864471338,12,2025-01-03T00:00:00.000000000,0
APP-01373,D001,car,south,51668.54232947715,26723.375789511603,3,2025-02-12T00:00:00.000000000,0
APP-00541,D002,car,midwest,55488.99928319864,16787.441842465698,8,2025-03-01T00:00:00.000000000,0
APP-01300,D001,truck,midwest,44993.29451701852,17933.951837847584,8,2025-01-18T00:00:00.000000000,1
APP-01457,D002,truck,south,62756.78301487335,20019.136295554683,6,2025-03-26T00:00:00.000000000,1
APP-00481,D001,suv,south,49180.199920955456,22042.239276088494,3,2025-03-05T00:00:00.000000000,0
APP-00302,D002,car,midwest,48300.58854224698,15829.011479043762,11,2025-02-03T00:00:00.000000000,1
APP-00810,D002,car,midwest,39803.15817165247,20667.4337006667,10,2025-02-05T00:00:00.000000000,0
APP-01634,D002,truck,south,30326.8615813945,23013.598950211952,4,2025-03-09T00:00:00.000000000,0
APP-00585,D001,suv,midwest,51249.37274463587,24035.498822817408,4,2025-03-02T00:00:00.000000000,0
APP-00044,D001,truck,south,46220.60130387957,18926.04884481899,9,2025-03-23T00:00:00.000000000,0
APP-00166,D002,truck,midwest,65647.09742970299,14545.082024957524,8,2025-01-11T00:00:00.000000000,1
APP-01731,D002,truck,midwest,46842.79775052865,17943.320417666306,9,2025-03-10T00:00:00.000000000,0
APP-00377,D002,truck,south,48584.11506014509,21185.610460739677,9,2025-03-26T00:00:00.000000000,0
APP-00674,D001,car,midwest,40224.13603199815,17468.64444004547,9,2025-02-09T00:00:00.000000000,1
APP-00068,D001,truck,south,60340.15782991441,17301.524960369075,3,2025-01-31T00:00:00.000000000,0
APP-00190,D001,suv,midwest,56441.87832831541,17021.05483963094,9,2025-01-28T00:00:00.000000000,1
APP-01499,D001,car,midwest,40171.39214430917,19121.74633681814,3,2025-01-29T00:00:00.000000000,0
APP-01534,D001,truck,south,51583.12822961562,21024.250847324314,9,2025-03-21T00:00:00.000000000,0
APP-00894,D002,truck,south,57598.69808655493,22194.701782304433,5,2025-03-02T00:00:00.000000000,1
APP-00928,D001,car,midwest,43231.73987986002,23130.015208042158,6,2025-02-06T00:00:00.000000000,0
APP-00683,D002,suv,midwest,57650.909149238316,16770.249564800048,9,2025-02-23T00:00:00.000000000,1
APP-00241,D001,car,south,51939.66533323649,14507.350079027883,12,2025-01-14T00:00:00.000000000,0
APP-00868,D002,car,south,49450.72549301465,16453.298457271943,12,2025-03-29T00:00:00.000000000,0
APP-00202,D002,car,midwest,48010.487166442734,16175.223454251753,8,2025-02-08T00:00:00.000000000,0
APP-01581,D001,truck,midwest,46467.60475734258,17782.487570211062,6,2025-01-08T00:00:00.000000000,0
APP-01104,D001,suv,south,66935.95478628593,17121.630157710762,12,2025-01-26T00:00:00.000000000,0
APP-01987,D002,car,midwest,58421.95299709784,13116.40427096036,3,2025-01-23T00:00:00.000000000,1
APP-00456,D002,suv,south,40908.280560268366,14610.919114575283,7,2025-01-10T00:00:00.000000000,0
APP-01218,D002,suv,midwest,48917.32434143736,15766.803576781267,10,2025-02-17T00:00:00.000000000,1
APP-00874,D001,car,midwest,45890.732239726676,14487.071768846014,8,2025-03-09T00:00:00.000000000,0
APP-00611,D002,truck,south,54475.9183849503,13517.265677989095,6,2025-01-27T00:00:00.000000000,0
APP-01224,D002,truck,midwest,54174.90503844977,11689.865830125,11,2025-02-14T00:00:00.000000000,1
APP-01738,D001,suv,midwest,33884.33721700596,17644.592688152836,12,2025-03-06T00:00:00.000000000,1
APP-01764,D002,suv,south,56640.08903529375,17175.993380321393,12,2025-01-17T00:00:00.000000000,1
APP-00240,D002,truck,south,58448.848029070985,16605.495830717664,12,2025-02-28T00:00:00.000000000,1
APP-00616,D002,truck,south,46383.05279870305,19683.30588860869,11,2025-03-19T00:00:00.000000000,0
APP-01274,D002,suv,south,51728.090441962515,23976.38475058215,8,2025-03-04T00:00:00.000000000,0
APP-01770,D001,suv,midwest,39079.65025824419,13033.094802031917,3,2025-02-08T00:00:00.000000000,0
APP-01062,D002,car,midwest,55846.36380303823,14468.591845043582,3,2025-01-26T00:00:00.000000000,0
APP-01704,D001,truck,south,29836.34928407312,17046.739938765473,5,2025-02-03T00:00:00.000000000,0
APP-00995,D002,truck,midwest,41793.63491713235,21916.455377482358,4,2025-01-04T00:00:00.000000000,0
APP-01854,D001,suv,midwest,42507.02795814395,11284.861283443155,7,2025-03-23T00:00:00.000000000,0
APP-00729,D001,suv,south,54461.30468773165,19310.30030625562,6,2025-01-14T00:00:00.000000000,0
APP-01548,D002,truck,south,53164.526468171294,17471.6271193915,10,2025-01-03T00:00:00.000000000,0
APP-00517,D002,truck,south,51404.48731758266,18977.101879797534,7,2025-02-19T00:00:00.000000000,1
APP-01383,D001,truck,south,51301.31660110088,26127.039549737918,9,2025-03-27T00:00:00.000000000,0
APP-00088,D001,suv,midwest,43157.273706221495,15226.32871890805,8,2025-03-21T00:00:00.000000000,1
APP-00922,D002,truck,midwest,52302.246599624596,14967.492720954742,9,2025-02-26T00:00:00.000000000,0
APP-01610,D001,truck,south,38800.42691259582,21050.94303223974,12,2025-02-08T00:00:00.000000000,1
APP-01027,D001,car,south,45910.773344648165,23299.882384928293,9,2025-02-27T00:00:00.000000000,0
APP-01385,D001,truck,south,47902.33715047613,16203.821936136399,11,2025-03-08T00:00:00.000000000,0
APP-01005,D001,truck,midwest,54928.55769596992,21389.76622806843,3,2025-03-05T00:00:00.000000000,1
APP-01032,D001,car,midwest,50003.726375558144,25963.87721510144,3,2025-01-05T00:00:00.000000000,0
APP-00192,D002,suv,south,53351.64240682598,16291.501865219418,7,2025-02-03T00:00:00.000000000,1
APP-01229,D001,truck,south,42445.208198103675,15787.056023813991,10,2025-03-02T00:00:00.000000000,1
APP-00617,D001,truck,south,55614.07024365126,14312.907777951823,10,2025-01-17T00:00:00.000000000,1
APP-01785,D002,truck,midwest,49180.57049020883,19331.755857393102,12,2025-01-04T00:00:00.000000000,0
APP-00904,D002,suv,midwest,55681.50288618859,22038.84032466632,5,2025-01-22T00:00:00.000000000,1
APP-00028,D002,truck,south,42853.82636567818,15679.935566675493,11,2025-01-18T00:00:00.000000000,0
APP-00893,D002,suv,south,49890.17397381041,20363.9804088882,3,2025-02-01T00:00:00.000000000,1
APP-00608,D002,car,south,52896.136679445415,18863.612172915942,8,2025-01-27T00:00:00.000000000,1
APP-00911,D002,car,midwest,64516.69456995002,20252.26339542338,12,2025-02-11T00:00:00.000000000,1
APP-01598,D002,suv,midwest,57976.09532201586,17171.480636771532,8,2025-02-09T00:00:00.000000000,0
APP-01351,D001,car,south,48446.31876581887,13714.925680246335,11,2025-01-13T00:00:00.000000000,0
APP-01277,D002,car,south,49281.07829509166,15847.826901143288,3,2025-01-01T00:00:00.000000000,0
APP-01720,D002,car,south,54630.74181185774,14985.198720437767,3,2025-02-18T00:00:00.000000000,0
APP-00135,D002,suv,midwest,54689.16686681651,21896.972593051163,11,2025-01-22T00:00:00.000000000,1
APP-01997,D002,car,midwest,59004.000256843305,19154.257700145245,4,2025-01-29T00:00:00.000000000,0
APP-01640,D001,suv,midwest,53828.91086820903,24283.295645023314,9,2025-02-01T00:00:00.000000000,1
APP-01888,D001,car,south,48395.93618750187,17818.299030414655,10,2025-03-12T00:00:00.000000000,0
APP-01408,D002,suv,midwest,37510.10229171947,17356.585656926658,5,2025-03-28T00:00:00.000000000,0
APP-01939,D002,truck,midwest,52918.955346115814,22968.53677586938,9,2025-03-25T00:00:00.000000000,1
APP-00869,D001,truck,midwest,46467.18289160015,12756.869958319674,7,2025-03-18T00:00:00.000000000,1
APP-01284,D002,car,midwest,60065.847202507735,18299.862822457773,5,2025-02-07T00:00:00.000000000,0
APP-00248,D001,car,south,44812.33633148227,15657.152836638043,6,2025-02-24T00:00:00.000000000,0
APP-01635,D001,truck,midwest,52908.93046582507,14289.3181584737,10,2025-03-07T00:00:00.000000000,0
APP-01395,D001,suv,midwest,54944.40599882089,16591.710823623773,9,2025-01-03T00:00:00.000000000,0
APP-01699,D001,car,midwest,40798.06729451107,16901.11621649059,6,2025-02-27T00:00:00.000000000,1
APP-00236,D002,truck,south,45293.89161567226,22398.626143496127,6,2025-01-15T00:00:00.000000000,0
APP-00901,D001,suv,south,46286.47776057079,15088.147994186336,11,2025-03-22T00:00:00.000000000,0
APP-01973,D002,car,south,60281.64476714158,21371.46831638621,7,2025-03-15T00:00:00.000000000,1
APP-00361,D002,suv,south,55513.442911107624,28043.22151068377,4,2025-03-30T00:00:00.000000000,0
APP-00037,D002,suv,midwest,51441.1577449829,19691.703826354067,11,2025-01-20T00:00:00.000000000,1
APP-01812,D002,suv,midwest,50361.15912882436,20433.621496781598,5,2025-03-18T00:00:00.000000000,0
APP-01166,D001,suv,south,54696.288139354016,22327.20495182533,7,2025-01-02T00:00:00.000000000,1
APP-00486,D001,suv,south,52615.26327548404,17298.42778778358,12,2025-03-14T00:00:00.000000000,0
APP-01206,D002,truck,south,44658.902444172105,17787.43848581992,7,2025-03-12T00:00:00.000000000,0
APP-01954,D001,suv,midwest,53236.47468805158,17829.491603145336,12,2025-01-24T00:00:00.000000000,1
APP-01966,D002,truck,south,53806.70296503092,14199.351207491705,5,2025-01-12T00:00:00.000000000,1
APP-00758,D001,suv,south,56655.03402356928,25578.40405956981,4,2025-03-13T00:00:00.000000000,0
APP-00568,D001,suv,midwest,49975.553828452525,16361.23631180366,10,2025-03-05T00:00:00.000000000,0
APP-00877,D002,suv,south,54467.80093250298,14289.20258652031,5,2025-03-24T00:00:00.000000000,0
APP-00371,D001,car,midwest,58444.157761373084,23099.536583933914,9,2025-03-13T00:00:00.000000000,0
APP-01060,D001,car,midwest,49549.2193522669,19305.403578726105,6,2025-01-02T00:00:00.000000000,1
APP-01672,D002,car,midwest,50863.40874382455,21212.64525705883,5,2025-03-04T00:00:00.000000000,0
APP-00257,D002,truck,south,42208.28302410644,14154.097756106983,11,2025-02-21T00:00:00.000000000,0
APP-01477,D001,suv,south,39878.00010600689,15739.89967883363,7,2025-03-11T00:00:00.000000000,0
APP-00404,D002,suv,midwest,49952.6673817795,21516.21765685553,5,2025-01-29T00:00:00.000000000,0
APP-00837,D002,truck,south,56877.77458656671,18931.269736291368,10,2025-03-27T00:00:00.000000000,0
APP-01170,D002,suv,south,46263.20179514417,16093.590155887123,5,2025-03-13T00:00:00.000000000,0
APP-00147,D001,car,south,58944.41694537611,15591.206881921127,6,2025-01-21T00:00:00.000000000,0
APP-00006,D002,car,midwest,48880.26320169224,21132.02643474478,9,2025-03-27T00:00:00.000000000,0
APP-01057,D001,truck,midwest,45360.879348150185,16350.032318085221,8,2025-01-01T00:00:00.000000000,0
APP-00469,D001,car,midwest,57395.21868874481,21259.310572552804,6,2025-02-19T00:00:00.000000000,1
APP-01488,D001,truck,midwest,59696.55759295456,18189.418548567348,7,2025-02-23T00:00:00.000000000,0
APP-00971,D001,suv,midwest,50062.136903670646,18875.03727431545,12,2025-01-29T00:00:00.000000000,0
APP-00130,D002,car,south,68831.4581729127,14427.7925022683,6,2025-01-07T00:00:00.000000000,0
APP-00607,D001,suv,south,46012.88938798735,13484.493238346266,4,2025-02-27T00:00:00.000000000,1
APP-01084,D002,car,south,62143.550996681544,22437.06185965424,5,2025-03-27T00:00:00.000000000,0
APP-01656,D001,suv,south,39815.39796481493,15745.266845527492,5,2025-01-02T00:00:00.000000000,1
APP-01522,D002,car,midwest,55762.71785281512,18246.49949378252,3,2025-02-19T00:00:00.000000000,1
APP-00914,D002,car,midwest,51014.0109360927,22181.99150591831,3,2025-03-22T00:00:00.000000000,0
APP-00962,D001,suv,midwest,56024.12372601294,18436.03114796533,6,2025-02-17T00:00:00.000000000,0
APP-00745,D002,car,midwest,55908.48252715925,19864.9137139801,3,2025-02-21T00:00:00.000000000,1
APP-00178,D001,suv,midwest,53299.39179995207,17581.353581000447,10,2025-02-10T00:00:00.000000000,0
APP-00746,D001,suv,south,46896.419171456735,19259.520634446613,8,2025-03-16T00:00:00.000000000,1
APP-00587,D002,suv,south,56227.76047354848,14383.262213938553,10,2025-02-16T00:00:00.000000000,0
APP-00436,D001,suv,midwest,53771.47351065846,18354.62535984176,7,2025-02-21T00:00:00.000000000,1
APP-00277,D001,car,south,47858.83339911774,12989.664095767597,11,2025-02-14T00:00:00.000000000,0
APP-00741,D002,car,south,38246.33904789983,17117.594627252758,8,2025-01-10T00:00:00.000000000,1
APP-00384,D001,suv,midwest,50543.6400841226,21369.481913273474,9,2025-02-05T00:00:00.000000000,0
APP-01020,D001,truck,midwest,51207.01031603733,11100.682478958373,11,2025-03-07T00:00:00.000000000,1
APP-01938,D002,suv,midwest,43420.21823243952,17915.68916879064,12,2025-01-03T00:00:00.000000000,1
APP-01067,D002,truck,midwest,42963.43641711767,12802.286908962029,9,2025-01-18T00:00:00.000000000,1
APP-01316,D001,truck,midwest,47310.4107546802,25588.277614592207,6,2025-03-30T00:00:00.000000000,1
APP-00993,D001,car,midwest,57835.618728743066,14504.722022100734,9,2025-03-28T00:00:00.000000000,0
APP-00260,D002,truck,south,52265.63247262558,19643.735670417846,11,2025-02-03T00:00:00.000000000,0
APP-00244,D002,car,south,57660.13818613099,26795.85265358335,5,2025-01-19T00:00:00.000000000,0
APP-00315,D001,car,midwest,42292.887389948824,22551.46811950166,6,2025-03-30T00:00:00.000000000,0
APP-01760,D002,suv,south,53509.09159566926,13405.544444996525,11,2025-02-04T00:00:00.000000000,0
APP-01065,D002,truck,midwest,49960.327010613684,24787.09717423477,3,2025-01-20T00:00:00.000000000,1
APP-01993,D001,car,midwest,59461.97185874121,14415.756665722256,10,2025-01-31T00:00:00.000000000,0
APP-00783,D001,truck,south,45689.89235509402,17367.85551452787,8,2025-03-19T00:00:00.000000000,1
APP-01178,D001,car,south,55546.89690123991,17238.873114514834,4,2025-01-15T00:00:00.000000000,0
APP-00713,D002,truck,midwest,41407.91333532786,10381.830014927948,9,2025-01-02T00:00:00.000000000,0
APP-00487,D001,car,midwest,60196.91013253917,13490.239023232898,9,2025-03-08T00:00:00.000000000,1
APP-00938,D001,truck,midwest,51788.446808911285,19042.253914405777,3,2025-02-25T00:00:00.000000000,0
APP-00067,D002,truck,midwest,49346.45804620996,14762.404496381298,7,2025-03-03T00:00:00.000000000,0
APP-00074,D001,suv,midwest,37960.97557255279,11727.2293523759,6,2025-01-24T00:00:00.000000000,0
APP-00853,D002,car,south,43224.87870246018,25409.66663641381,9,2025-03-15T00:00:00.000000000,1
APP-00159,D002,truck,south,47048.33029134688,20252.542613539645,8,2025-02-07T00:00:00.000000000,0
APP-01417,D002,suv,south,55271.43323885484,18369.060825776127,6,2025-01-20T00:00:00.000000000,0
APP-00945,D001,truck,south,53885.72070021895,15745.142775698423,8,2025-01-28T00:00:00.000000000,0
APP-01580,D002,car,south,60501.37603803551,19987.22650575535,6,2025-01-16T00:00:00.000000000,0
APP-00154,D001,suv,midwest,43599.33206338865,14429.979984393298,5,2025-02-03T00:00:00.000000000,0
APP-00075,D002,truck,south,59029.814401154414,20032.071146156348,6,2025-03-30T00:00:00.000000000,0
APP-00317,D002,car,midwest,52957.14326887003,14829.635677006392,6,2025-03-01T00:00:00.000000000,1
APP-01893,D002,suv,south,47150.0025077383,23021.78504324011,3,2025-02-16T00:00:00.000000000,0
APP-00493,D002,truck,midwest,54272.53798427289,15826.807095283202,11,2025-01-11T00:00:00.000000000,0
APP-00632,D001,truck,south,61258.57509668882,15240.552865961825,4,2025-02-19T00:00:00.000000000,0
APP-00344,D002,truck,south,58340.71340719837,18826.570951103167,3,2025-02-23T00:00:00.000000000,0
APP-00394,D002,car,south,55730.75557734858,26423.690951992936,3,2025-03-04T00:00:00.000000000,1
APP-01038,D001,car,midwest,40807.95083903671,20083.404186801792,3,2025-02-07T00:00:00.000000000,1
APP-00242,D002,suv,south,57060.99194875725,26572.396930692295,6,2025-01-21T00:00:00.000000000,0
APP-01689,D002,truck,midwest,51375.578883486945,13976.300852780125,9,2025-03-03T00:00:00.000000000,0
APP-01292,D002,suv,midwest,46879.7000498867,18428.79101809166,12,2025-01-22T00:00:00.000000000,1
APP-00123,D002,suv,midwest,43761.87291720251,18261.938780163764,5,2025-03-05T00:00:00.000000000,0
APP-01199,D002,truck,midwest,46343.77834769378,19013.515447575875,6,2025-01-16T00:00:00.000000000,0
APP-00710,D001,truck,south,51039.47138888502,21100.789422681588,12,2025-02-28T00:00:00.000000000,0
APP-00624,D001,truck,south,50197.64004527142,19318.445699308766,4,2025-03-17T00:00:00.000000000,1
APP-00304,D002,truck,south,59286.752723338795,14803.009599933026,11,2025-01-08T00:00:00.000000000,0
APP-01379,D002,truck,south,51929.713766044304,23219.222134163614,3,2025-01-27T00:00:00.000000000,0
APP-00714,D002,suv,south,61548.95562318186,12273.755704489597,5,2025-02-05T00:00:00.000000000,0
APP-01043,D001,car,south,53722.854960088844,18348.15473652323,8,2025-01-30T00:00:00.000000000,1
APP-01535,D002,car,south,49479.67664844869,18917.859897161125,3,2025-01-05T00:00:00.000000000,0
APP-00703,D001,car,midwest,42703.435886350315,8933.448472354867,4,2025-02-12T00:00:00.000000000,0
APP-01010,D002,truck,south,45848.635777747295,20986.195094359315,7,2025-01-11T00:00:00.000000000,1
APP-01480,D001,truck,midwest,56849.9606518594,14324.102266730939,10,2025-03-29T00:00:00.000000000,0
APP-01139,D002,suv,south,50574.21667640787,13004.75031056675,8,2025-03-02T00:00:00.000000000,1
APP-01712,D001,truck,midwest,51372.89325069641,15960.707303981004,11,2025-01-16T00:00:00.000000000,1
APP-01882,D001,car,midwest,52880.650921616885,19323.561272088507,6,2025-01-09T00:00:00.000000000,0
APP-00027,D001,suv,south,65214.451746502295,14716.97666873701,8,2025-03-21T00:00:00.000000000,0
APP-01472,D002,truck,south,51094.97886299389,17608.454028111413,5,2025-02-23T00:00:00.000000000,0
APP-01240,D001,car,midwest,52178.15443016279,17079.630002598955,4,2025-02-02T00:00:00.000000000,0
APP-01312,D001,suv,midwest,53209.20232086079,24538.041864902374,3,2025-02-07T00:00:00.000000000,1
APP-00046,D002,truck,south,47430.00456540959,22840.39256637747,4,2025-03-14T00:00:00.000000000,0
APP-01940,D001,suv,south,42279.4953617949,17528.788621966854,12,2025-01-31T00:00:00.000000000,1
APP-00087,D001,truck,south,37467.61923157312,21866.982029695693,11,2025-02-16T00:00:00.000000000,1
APP-00574,D001,suv,midwest,50408.15808985553,16279.525385136896,6,2025-02-19T00:00:00.000000000,1
APP-01267,D001,truck,midwest,53876.951508136524,18880.130146642183,9,2025-03-07T00:00:00.000000000,0
APP-01003,D002,truck,midwest,53115.5757290272,13688.092514442948,3,2025-01-17T00:00:00.000000000,0
APP-00314,D001,car,south,45807.062665462734,31298.369641240475,6,2025-03-26T00:00:00.000000000,1
APP-00726,D001,suv,south,45368.69470383325,18362.873229854635,6,2025-02-07T00:00:00.000000000,1
APP-01077,D002,car,south,59765.631838260546,19977.21776945338,12,2025-02-07T00:00:00.000000000,0
APP-00296,D002,truck,midwest,55941.42770011727,19801.910840878154,12,2025-01-23T00:00:00.000000000,0
APP-01975,D002,car,midwest,44985.78928395251,18490.245044380357,11,2025-01-11T00:00:00.000000000,1
APP-00750,D001,truck,south,52616.45653107579,16814.3895419348,5,2025-03-11T00:00:00.000000000,0
APP-01732,D002,truck,south,69171.02797353594,15457.545205855078,11,2025-01-08T00:00:00.000000000,0
APP-01958,D002,truck,midwest,55551.05671651942,14128.62954426497,7,2025-02-17T00:00:00.000000000,0
APP-00790,D001,truck,midwest,58160.26970183083,18400.3361696203,8,2025-03-03T00:00:00.000000000,0
APP-01618,D002,suv,south,58575.859433875754,18355.49670450052,12,2025-03-20T00:00:00.000000000,0
APP-00301,D001,car,south,57706.481627511355,26512.626327239916,10,2025-02-15T00:00:00.000000000,1
APP-01130,D002,truck,midwest,47138.51595359235,18955.190310809907,7,2025-01-12T00:00:00.000000000,1
APP-00603,D002,truck,south,42391.12662802527,13714.990875628033,5,2025-01-13T00:00:00.000000000,0
